GA Attribution Campaign,GA Attribution Channel,GA Attribution Medium,Orders Order ID,Orders User ID,Orders Placed Date,Order Products Product ID,Order Skus ID,Contacts Contact ID,Users Is User Account Created (Yes / No),Orders Net Revenue,Contacts Email Domain,Order Products Product Name,Order Products Merchandising Category,Order Products First Tier Derpartment Name,Order Products Primary Department Name,Order Products Show on Product Page Tag Names,Order Products Show on Search Page Tag Names,Order Products Is Product Active (Yes / No),Order Skus Packaging Type,GA Attribution Source,Orders Shipping Fee Amount,Orders Unique Merchandising Category Name,Orders Billed to City,Orders Billed to State Prov,Orders Billed to Country Code,Order Skus List Price,Order Skus After Discount Price,Order Skus Before Discount Price,Contacts First Subscribed Date,Contacts First Subscribed Time,Orders Placed Time,Orders Is Placed Day Holiday (Yes / No),Order Skus Discount,Orders Canceled Date,Order Skus Weight,KW Skus Data Net Weight,Order Skus Packaging Type Code,Gifting Is Gift (Yes / No),Orders Discount Fee Amount,KW Skus Data Meltable (Yes / No),Orders Total New Order Revenue,Order Skus Count of Pieces,Order Skus Gross Profit,Accrued Gross Margin,Accrued Product Cost,Shipments Total Shipping Revenue,Order Skus Total Raw Material Cost,Order Skus Total Packaging Cost,Shipments Total Heat Resistant Packaging Cost,Order Skus Total Filling Labor Cost,Accrued Direct Labor Fulfillment Cost,Accrued Direct Labor Support Cost,Accrued Direct Labor Others Cost,Accrued Indirect Labor Cost,Accrued Freight Out Cost,Accrued Credit Card Processing Fee,Accrued Others Cost,Shipments Total Actual Carrier Cost,Orders Total Shipping Carrier Fees
,,,12866178,1775545,2022-04-13,2004,2004-25,3336818,Yes,124.75,mtco.com,Mixed Nuts (In Shell),Nuts,Nuts,Mixed Nuts,"kosher,gluten-free,kosher pareve,in shell,salt-free,certified gluten-free","nuts,kosher,natural,gluten-free,kosher pareve,whole 30,sprouting,assorted (flavor),nuts and seeds,in shell,salt-free,paleo,vegan,certified gluten-free",Yes,38 lb. box,,0,Nuts,Washington,IL,US,124.75,124.75,124.75,2020-07-26,2020-07-26 13:20:25,2022-04-13 05:05:23,No,0,,25,25,38,No,0,No,0,1,124.75,121.155169,0,0,0,0.5,0,3.094831,0,0,0,0,0,0,0,0,5.23
(not set),,(none),12866782,2096246,2022-04-13,2801,2801-01,3927668,Yes,322.87,gmail.com,Italian Roast Coffee,Coffees & Teas,"Coffees, Teas, & Drinks",Coffees,south american,"south american,dark roast",Yes,Large 1 Pound Bag,(direct),0,"Gifts,Coffees & Teas",,,,11.99,11.99,11.99,2020-11-19,2020-11-19 16:39:38,2022-04-13 09:56:51,No,0,,1,1,L,Yes,0,No,0,2,23.98,320.154135,0,0,0,0.24,0,2.475865,0,0,0,0,0,0,0,0,10.07
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867743,1852602,2022-04-13,8460,8460-01,3623874,Yes,61.94,aim.com,"Organic Domestic Sunflower Seeds (Raw, No Shell)",Seeds,Snacks,Sunflower Seeds,"raw,sunflower seeds,salt-free,organic,kosher,gluten-free,toppings,certified gluten-free,kosher pareve,seeds","natural,raw,vegan,nuts,unsalted,paleo,salt-free,organic,snacks,kosher,gluten-free,out of shell,baking,toppings,nuts and seeds,sprouting,certified gluten-free,kosher pareve,seeds",Yes,Medium 1 Pound Bag,Iterable,0,"Dried Fruit,Nuts,Snacks,Seeds",Bristol,IN,US,6.99,6.99,6.99,2020-09-25,2020-09-25 16:09:36,2022-04-13 12:07:12,No,0,,1,1,M,No,0,No,0,1,6.99,61.550517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.7
,,,12867259,872208,2022-04-13,4029,4029-01,571775,Yes,101.95,yahoo.com,Roasted Brazil Nuts (Salted),Nuts,Nuts,Brazil Nuts,"keto,kosher,roasted,salted,gluten-free,kosher pareve,certified gluten-free","out of shell,keto,best sellers,kosher,roasted,snacks,salted,nuts and seeds,gluten-free,kosher pareve,vegan,nuts,oil roasted,premium,certified gluten-free",Yes,Medium 1 Pound Bag,,0,"Nuts,Dried Fruit,Gifts,Chocolates & Sweets",Westland,MI,US,17.99,17.99,17.99,2015-05-24,2015-05-24 18:02:21,2022-04-13 11:11:53,No,0,,1,1,M,Yes,0,No,0,1,17.99,101.560517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,6.48
314743,,affiliate,12867493,2208447,2022-04-13,1073,1073-01,2483648,Yes,71.91,gmail.com,Dried Pineapple (Chunks),Dried Fruit,Dried Fruit,Pineapple,"gluten-free,kosher,kosher pareve,certified gluten-free","gluten-free,kosher,kosher pareve,dried fruit,certified gluten-free",Yes,Medium 1 Pound Bag,shareasale,0,"Dried Fruit,Snacks,Nuts,Chocolates & Sweets,Seeds",Norwalk,CT,US,6.99,6.99,6.99,2018-11-18,2018-11-18 10:32:23,2022-04-13 11:39:06,No,0,,1,1,M,No,0,No,0,1,6.99,71.211034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.08
1-Year-Nuts-a-Versary-2,,email,12866940,2139334,2022-04-13,5463,5463-01,4562783,Yes,59.9,gmail.com,Strawberry Licorice Twists,Chocolates & Sweets,Chocolates & Sweets,Licorice Twists,"strawberry (flavor),sweet,fruity,red candy","strawberry (flavor),chocolates & sweets,sweet,fruity",Yes,Medium 1 Pound Bag,Iterable,0,Chocolates & Sweets,,,,5.99,5.99,5.99,2021-03-01,2021-03-01 22:23:14,2022-04-13 10:25:46,No,0,,1,1,M,No,0,No,0,1,5.99,59.201034,0,0,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,10.41
(not set),,(none),12865676,1725160,2022-04-13,4032,4032-01,3192801,Yes,80.96,juno.com,Roasted Brazil Nuts (Unsalted),Nuts,Nuts,Brazil Nuts,"certified gluten-free,roasted,kosher,salt-free,gluten-free,kosher pareve","unsalted,certified gluten-free,roasted,kosher,out of shell,best sellers,salt-free,nuts and seeds,oil roasted,gluten-free,kosher pareve,nuts",Yes,Medium 1 Pound Bag,(direct),0,Nuts,Bronx,NY,US,17.99,17.99,17.99,2020-06-15,2020-06-15 10:28:21,2022-04-13 00:57:16,No,0,,1,1,M,No,0,No,0,1,12.969999999999999,80.570517,0,0,5.02,0.08,0,0.309483,0,0,0,0,0,0,0,0,5.08
,,,12866150,1817444,2022-04-13,2917,2917-01,3484541,Yes,21.23,gmail.com,Single Serve Sampler,Snacks,Snacks,Single-Serve,,snacks,Yes,Large 1 Pound Bag,,6.99,Snacks,Carrollton,GA,US,14.99,14.24,14.99,2020-08-30,2020-08-30 20:21:01,2022-04-13 05:04:57,No,-0.75,,1,1,L,No,0,No,0,1,14.24,17.396203,0,6.99,0,0.12,0,3.713797,0,0,0,0,0,0,0,0,7.32
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866416,630387,2022-04-13,5504,5504-01,354894,Yes,123.95,ymail.com,Organic Dark Chocolate Covered Raisins,Dried Fruit,Dried Fruit,Raisins,"organic,dark chocolate,chocolate,chocolate covered","eco-friendly,organic,dried fruit,dark chocolate,chocolate,chocolates & sweets,chocolate covered",Yes,Small 1 Pound Bag,Iterable,0,"Gifts,Dried Fruit,Cooking",Chesterfield,VA,US,11.99,11.99,11.99,,,2022-04-13 08:02:00,No,0,,1,1,S,Yes,0,Yes,0,2,23.98,122.592068,0,0,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,8.73
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12865784,1704915,2022-04-13,1007,1007-01,3134387,Yes,85.9,yahoo.com,Dried Apricots,Dried Fruit,Dried Fruit,Apricots,"gluten-free,no sugar added,certified gluten-free,kosher,kosher pareve","vegan,gluten-free,no sugar added,dried fruit,certified gluten-free,best sellers,kosher,snacks,kosher pareve",Yes,Small 1 Pound Bag,Iterable,0,"Dried Fruit,Nuts,Snacks,Chocolates & Sweets",San Diego,CA,US,8.99,8.99,8.99,2020-05-30,2020-05-30 12:11:39,2022-04-13 02:20:25,No,0,,1,1,S,No,0,No,0,2,17.98,84.542068,0,0,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,7.28
,,,12866237,423336,2022-04-13,3364,3364-01,230538,Yes,549.48,kent.edu,Year of the Tiger Trail Mix,Snacks,Snacks,Trail Mix,"spicy,hot & spicy,salty","new products,spicy,hot & spicy,salty,snacks",Yes,Medium 1 Pound Bag,,0,"Dried Fruit,Snacks,Nuts,Gifts,Chocolates & Sweets",,,,9.99,9.99,9.99,2020-11-27,2020-11-27 22:29:39,2022-04-13 05:21:50,No,0,,1,1,M,Yes,0,No,0,1,9.99,549.4,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,20.52
,,,12866238,,2022-04-13,4026,4026-01,3884255,No,70.94,yahoo.com,Roasted Almonds (Salted),Nuts,Nuts,Almonds,"kosher,gluten-free,roasted,salted,kosher pareve,certified gluten-free","kosher,gluten-free,snacks,roasted,nuts,salted,whole nuts,kosher pareve,vegan,oil roasted,certified gluten-free,nuts and seeds,out of shell",Yes,Medium 1 Pound Bag,,0,"Seeds,Nuts,Dried Fruit",Fleetwood,NC,US,9.99,9.99,9.99,2022-04-13,2022-04-13 05:25:47,2022-04-13 05:26:09,No,0,,1,1,M,No,0,No,0,1,9.99,70.550517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,0
,,,12866245,,2022-04-13,1252,1252-01,553095,No,161.78,gmail.com,Bourbon Street Mix,Snacks,Snacks,Trail Mix,"salted,salty,hot & spicy","salted,salty,hot & spicy",Yes,Medium 1 Pound Bag,,0,"Snacks,Nuts,Seeds",Lincoln,RI,US,6.99,6.99,6.99,2015-03-30,2015-03-30 13:37:07,2022-04-13 05:35:42,No,0,,1,1,M,No,0,No,0,3,20.97,160.611551,0,0,0,0.24,0,0.928449,0,0,0,0,0,0,0,0,8.12
(not set),,(none),12865738,1240971,2022-04-13,5165,5165-01,2275882,Yes,140.87,systemoverlord.com,Dark Chocolate Peanut Clusters,Chocolates & Sweets,Chocolates & Sweets,Clusters,"chocolate,dark chocolate,sweet,dry roasted,nutty","chocolate,nuts,dark chocolate,sweet,chocolates & sweets,dry roasted,nutty",Yes,Small 1 Pound Bag,(direct),0,"Dried Fruit,Chocolates & Sweets,Nuts,Snacks",San Jose,CA,US,8.99,8.99,8.99,,,2022-04-13 01:46:46,No,0,,1,0.75,S,No,0,Yes,0,1,8.99,140.20603400000002,0,0,0,0.045,0,0.618966,0,0,0,0,0,0,0,0,7.28
SEM NB - Chocolates And Sweets - tROAS,google,cpc,12867184,1789128,2022-04-13,4321,4321-01,3380569,Yes,125.92,gmail.com,Organic Dry-Roasted Almonds (Unsalted),Nuts,Nuts,Almonds,"salt-free,organic,kosher,certified gluten-free,roasted,gluten-free,kosher pareve,dry roasted","paleo,whole 30,vegan,salt-free,unsalted,organic,kosher,whole nuts,certified gluten-free,roasted,gluten-free,kosher pareve,snacks,out of shell,natural,nuts,dry roasted,nuts and seeds",Yes,Medium 1 Pound Bag,google,0,"Dried Fruit,Nuts",Brooklyn,NY,US,16.99,16.99,16.99,2020-08-29,2020-08-29 12:14:35,2022-04-13 11:00:38,No,0,,1,1,M,No,0,No,0,2,33.98,125.141034,0,0,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,5.08
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12867540,,2022-04-13,5416,5416-01,3061358,No,111.91,outlook.com,Milk and Dark Chocolate Sea Salt Caramel,Chocolates & Sweets,Chocolates & Sweets,Caramel,"dark chocolate,sweet,brown candy,chocolate","dark chocolate,sweet,chocolates & sweets,chocolate",Yes,Small 1 Pound Bag,Iterable,0,"Powders,Nuts,Chocolates & Sweets,Dried Fruit",Peoria,IL,US,10.99,10.99,10.99,2020-05-08,2020-05-08 09:02:30,2022-04-13 11:44:33,No,0,,1,1,S,No,0,Yes,0,2,21.98,111.17103399999999,0,0,0,0.12,0,0.618966,0,0,0,0,0,0,0,0,5.23
2022-04-13-April-Monthly-Gifting_DTC_1,,email,12867534,1380356,2022-04-13,3113,3113-01,2451235,Yes,60.95,gmail.com,Organic Coconut (Shredded),Dried Fruit,Dried Fruit,Coconut,"certified gluten-free,kosher,kosher pareve,toppings,no sugar added,gluten-free,organic","certified gluten-free,kosher,dried fruit,kosher pareve,nuts,vegan,brewing,baking,toppings,no sugar added,gluten-free,paleo,organic",Yes,Large 1 Pound Bag,Iterable,0,"Powders,Nuts,Dried Fruit,Chocolates & Sweets,Snacks",Wilmington,DE,US,7.99,7.99,7.99,2019-06-16,2019-06-16 15:20:25,2022-04-13 11:43:46,No,0,,1,1,L,No,0,No,0,1,7.99,60.211034000000005,0,0,0,0.12,0,0.618966,0,0,0,0,0,0,0,0,5.08
,,,12866065,1711471,2022-04-13,3034,3034-01,3153112,Yes,70.22,gmail.com,Cashew Pieces,Nuts,Nuts,Cashews,"kosher pareve,raw,chopped and sliced,certified gluten-free,toppings,gluten-free,kosher,salt-free","kosher pareve,raw,chopped and sliced,certified gluten-free,baking,paleo,unsalted,toppings,snacks,vegan,gluten-free,nuts,cooking,nuts and seeds,natural,premium,kosher,salt-free",Yes,Medium 1 Pound Bag,,0,"Nuts,Seeds",Mobile,AL,US,9.99,9.49,9.99,2020-06-04,2020-06-04 15:38:48,2022-04-13 05:03:41,No,-0.5,,1,1,M,No,0,No,0,2,18.98,69.441034,0,0,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,9.82
2022-04-04-Launch-Easter-GWP_ALL_1,,email,12865752,1750668,2022-04-13,3383,3383-01,376630,Yes,115.58,yahoo.com,Lemon Poppy Malt Balls,Chocolates & Sweets,Chocolates & Sweets,Malted Milk Balls,"kosher,sweet,chocolate,pastel,kosher dairy,lemon (flavor),malt","kosher,sweet,chocolate,chocolates & sweets,new products,kosher dairy,lemon (flavor),malt",Yes,Medium 1 Pound Bag,Iterable,0,"Dried Fruit,Baking,Coffees & Teas,Chocolates & Sweets,Nuts,Powders,Snacks",Flushing,NY,US,10.99,0,10.99,2020-02-28,2020-02-28 00:57:06,2022-04-13 01:55:30,No,-10.99,,1,1,M,No,0,Yes,0,1,0,115.5,0,0,0,0.08,0,0,0,0,0,0,0,0,0,0,6.39
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867027,,2022-04-13,8398,8398-01,2419785,No,21.27,yahoo.com,Key Lime Yogurt Pretzels,Chocolates & Sweets,Chocolates & Sweets,Pretzels,"kosher dairy,chocolate,toppings,yogurt covered,pretzels,salted,sweet,kosher,green candy","kosher dairy,chocolate,decadent,toppings,yogurt covered,salted,chocolates & sweets,sweet,kosher",Yes,Large Black Bag,Iterable,6.99,"Chocolates & Sweets,Snacks",Lincoln,CA,US,7.99,7.99,7.99,2018-08-30,2018-08-30 00:24:12,2022-04-13 10:37:46,No,0,,1,1,LB,No,-0.7,Yes,0,1,7.99,20.511034,0,6.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,5.7
(not set),,(none),12866727,,2022-04-13,3404,3404-01,5649693,No,100.67,charter.net,Fruit Jelly Beans,Chocolates & Sweets,Chocolates & Sweets,Jelly Beans,"sweet,fruity,licorice (flavor),gluten-free,toppings,rainbow candy","assorted (flavor),chocolates & sweets,sweet,fruity,licorice (flavor),gluten-free,toppings",Yes,Small 1 Pound Bag,(direct),0,"Chocolates & Sweets,Nuts",Camdenton,MO,US,5.99,5.99,5.99,2021-12-06,2021-12-06 16:07:11,2022-04-13 09:41:59,No,0,,1,1,S,No,0,No,0,1,5.99,100.61,0,0,0,0.06,0,0,0,0,0,0,0,0,0,0,13.65
2022-04-13-Easter-Gifts-10-Off_DTC_1,,email,12867387,,2022-04-13,5325,5325-01,4220048,No,31.96,hotmail.com,Caramel Coated Popcorn,Snacks,Chocolates & Sweets,Popcorn,sweet,"snacks,sweet,vegan",Yes,Large Black Bag,Iterable,8.99,"Nuts,Snacks",,,,6.99,6.99,6.99,2021-01-10,2021-01-10 17:47:45,2022-04-13 11:27:42,No,0,,1,1,LB,No,0,Yes,0,1,6.99,31.201034,0,8.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,9.82
,,,12867740,1730556,2022-04-13,4920,4920-01,3206821,Yes,45.96,gmail.com,Supreme Roasted Cashews (Unsalted),Nuts,Nuts,Cashews,"kosher,salt-free,certified gluten-free,gluten-free,kosher pareve,roasted","nuts,nuts and seeds,unsalted,paleo,premium,vegan,kosher,oil roasted,salt-free,certified gluten-free,out of shell,gluten-free,kosher pareve,roasted,snacks",Yes,Medium 1 Pound Bag,,6.99,"Nuts,Chocolates & Sweets",Ridgefield,CT,US,15.99,15.99,15.99,2020-06-19,2020-06-19 11:43:30,2022-04-13 12:06:44,No,0,,1,1,M,No,0,No,0,1,15.99,45.261034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.08
,,,12867413,1811016,2022-04-13,1217,1217-02,3459264,Yes,36.95,gmail.com,Organic Dried Coconut,Dried Fruit,Dried Fruit,Coconut,"no sugar added,raw,no sulphur dioxide,organic","no sugar added,vegan,raw,dried fruit,no sulphur dioxide,snacks,organic,paleo",Yes,Small 1 Pound Bag,,6.99,Dried Fruit,Philadelphia,PA,US,6.99,6.99,6.99,2020-08-24,2020-08-24 21:22:12,2022-04-13 11:29:55,No,0,,0.5,0.5,S,No,0,No,0,2,13.98,35.652068,0,6.99,0,0.06,0,1.237932,0,0,0,0,0,0,0,0,5.08
,,,12866237,423336,2022-04-13,2549,2549-01,230538,Yes,549.48,kent.edu,Spicy Lime Plantain Chips,Dried Fruit,Dried Fruit,Bananas,"kosher,gluten-free,kosher pareve","kosher,gluten-free,vegan,snacks,kosher pareve",Yes,Large Black Bag,,0,"Dried Fruit,Snacks,Nuts,Gifts,Chocolates & Sweets",,,,5.99,5.99,5.99,2020-11-27,2020-11-27 22:29:39,2022-04-13 05:21:50,No,0,,1,1,LB,Yes,0,No,0,1,5.99,548.721034,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,20.52
,,,12866732,1957816,2022-04-13,1197,1197-01,3010600,Yes,89.91,gmail.com,Organic Natural Dried Blueberries,Dried Fruit,Dried Fruit,Blueberries,"no sulphur dioxide,certified gluten-free,gluten-free,kosher pareve,no sugar added,kosher,organic","natural,baking,no sulphur dioxide,certified gluten-free,gluten-free,kosher pareve,paleo,no sugar added,kosher,dried fruit,organic",Yes,Small 1 Pound Bag,,0,"Nuts,Dried Fruit,Snacks,Cooking,Baking,Seeds",,,,16.99,16.99,16.99,2020-06-26,2020-06-26 01:33:34,2022-04-13 09:42:40,No,0,,0.5,0.5,S,No,0,No,0,1,16.99,89.261034,0,0,0,0.03,0,0.618966,0,0,0,0,0,0,0,0,5.08
,,,12867325,,2022-04-13,8008,8008-01,3135670,No,46.95,gmail.com,Extreme Trail Mix,Snacks,Snacks,Trail Mix,salt-free,"snacks,unsalted,salt-free,out of shell,nuts",Yes,Medium 1 Pound Bag,,8.99,"Chocolates & Sweets,Snacks",,,,9.99,9.99,9.99,2020-05-30,2020-05-30 18:14:48,2022-04-13 11:19:58,No,0,,1,1,M,No,0,No,0,2,19.98,45.552068000000006,0,8.99,0,0.16,0,1.237932,0,0,0,0,0,0,0,0,9.82
,,,12865814,2080981,2022-04-13,5786,5786-01,4316914,Yes,57.93,gmail.com,Sunkist Fruit Gems,Chocolates & Sweets,Chocolates & Sweets,Jelly Candy,"sweet,kosher pareve,fruity,rainbow candy,kosher,gummy candy,gluten-free","sweet,chocolates & sweets,kosher pareve,wrapped,fruity,kosher,assorted (flavor),gluten-free",Yes,Medium 1 Pound Bag,,6.99,Chocolates & Sweets,,,,9.99,9.99,9.99,2021-01-24,2021-01-24 07:04:59,2022-04-13 02:45:53,No,0,,1,1,M,No,0,Yes,0,1,9.99,57.231034,0,6.99,0,0.08,0,0.618966,0,0,0,0,0,0,0,0,5.78
SEM Branded,bing,cpc,12866721,,2022-04-13,3009,3009-01,3123389,No,124.91,gmail.com,Raw Cashews,Nuts,Nuts,Cashews,"certified gluten-free,raw,kosher pareve,gluten-free,kosher,salt-free","certified gluten-free,natural,sprouting,raw,nuts,vegan,kosher pareve,gluten-free,kosher,baking,out of shell,salt-free,nuts and seeds,paleo",Yes,Medium 1 Pound Bag,bing,0,"Nuts,Powders",Pine Grove,PA,US,12.99,12.99,12.99,2020-05-27,2020-05-27 06:00:12,2022-04-13 09:39:49,No,0,,1,1,M,No,0,No,0,2,25.98,124.131034,0,0,0,0.16,0,0.618966,0,0,0,0,0,0,0,0,0
(not set),,(none),12866318,2213685,2022-04-13,1506,1506-01,4840830,Yes,139.84,gmail.com,Organic Wild Blueberries,Dried Fruit,Dried Fruit,Blueberries,"kosher,no sulphur dioxide,gluten-free,certified gluten-free,organic,kosher pareve,superfoods","kosher,no sulphur dioxide,baking,gluten-free,certified gluten-free,organic,kosher pareve,dried fruit,superfoods",Yes,Small 1 Pound Bag,(direct),0,"Dried Fruit,Seeds,Cooking",Philadelphia,PA,US,26.99,26.99,26.99,2021-04-26,2021-04-26 08:30:16,2022-04-13 07:10:24,No,0,,1,1,S,No,0,No,0,2,53.98,138.482068,0,0,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,5.95
,,,12866294,1360781,2022-04-13,7238,7238-01,2429628,Yes,138.91,comcast.net,Garlic Bagel Chips,Snacks,Snacks,Bagel Chips,garlic (flavor),"garlic (flavor),snacks,bagel chips",Yes,Large Black Bag,,0,"Snacks,Chocolates & Sweets,Nuts",Stockton,CA,US,6.99,6.99,6.99,2018-09-14,2018-09-14 01:55:42,2022-04-13 06:40:25,No,0,,1,1,LB,No,0,No,0,1,6.99,138.151034,0,0,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,12.99
(not set),,(none),12866514,1995317,2022-04-13,4921,4921-01,3112018,Yes,95.89,gmail.com,Supreme Roasted Cashews (Salted),Nuts,Nuts,Cashews,"kosher,salted,salt-free,gluten-free,kosher pareve,certified gluten-free,roasted","natural,kosher,nuts,nuts and seeds,salted,oil roasted,salt-free,out of shell,snacks,best sellers,gluten-free,kosher pareve,certified gluten-free,roasted",Yes,Medium 1 Pound Bag,(direct),0,"Nuts,Chocolates & Sweets,Snacks",Simpsonville,SC,US,15.99,15.99,15.99,2020-05-23,2020-05-23 22:45:35,2022-04-13 08:42:50,No,0,,1,1,M,Yes,0,No,0,1,15.99,95.500517,0,0,0,0.08,0,0.309483,0,0,0,0,0,0,0,0,9.82
,,,12866094,454502,2022-04-13,5505,5505-01,244942,Yes,75,hotmail.com,Organic Milk Chocolate Covered Raisins,Dried Fruit,Dried Fruit,Raisins,"milk chocolate,gluten-free,organic,chocolate covered,chocolate","milk chocolate,gluten-free,eco-friendly,dried fruit,organic,chocolate covered,chocolate,chocolates & sweets",Yes,Small 1 Pound Bag,,0,"Nuts,Dried Fruit",Peoria,AZ,US,10.99,10.44,10.99,,,2022-04-13 05:04:10,No,-0.55,,1,1,S,No,0,Yes,0,1,10.44,74.321034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,6.42
,,,12866606,,2022-04-13,7496,7496-01,1861197,No,121.91,yahoo.com,Gluten-Free Nutritional Yeast,Cooking,Cooking,Leaveners & Thickeners,gluten-free,"baking,cooking,vegan,gluten-free",Yes,Small 1 Pound Bag,,0,"Nuts,Cooking",Fairdale,KY,US,7.99,7.99,7.99,2020-08-05,2020-08-05 14:01:47,2022-04-13 09:13:13,No,0,,0.5,0.5,S,No,0,No,0,4,31.96,119.314135,0,0,0,0.12,0,2.475865,0,0,0,0,0,0,0,0,9.08
(not set),,(none),12865643,1882181,2022-04-13,5199,5199-01,3730585,Yes,83.91,gmail.com,Dark Chocolate Covered Almonds (Sugar Free),Nuts,Nuts,Almonds,"chocolate covered,kosher,dark chocolate,dry roasted,kosher dairy,sugar-free,chocolate,no sugar added,dipped & dusted","best sellers,chocolate covered,kosher,dark chocolate,dry roasted,kosher dairy,sugar-free,nuts and seeds,chocolate,no sugar added,dipped & dusted,nuts,chocolates & sweets",Yes,Small 1 Pound Bag,(direct),0,"Nuts,Coffees & Teas",Powell,TN,US,13.99,13.99,13.99,2020-10-11,2020-10-11 23:18:15,2022-04-13 00:38:03,No,0,,1,1,S,No,0,Yes,0,1,8.100000000000001,83.540517,0,0,5.89,0.06,0,0.309483,0,0,0,0,0,0,0,0,7.06
2022-04-12-Easter-Hosting-RU_DTC_1,,email,12866645,1639907,2022-04-13,5307,5307-01,2975733,Yes,39.94,yahoo.com,Good & Plenty,Chocolates & Sweets,Chocolates & Sweets,Old Time Candy,"sweet,hot pink candy,old time candy,licorice (flavor),pink candy,baby shower (girl),pink and white candy","sweet,chocolates & sweets,old time candy,licorice (flavor),baby shower (girl)",Yes,Small 1 Pound Bag,Iterable,6.99,"Chocolates & Sweets,Baking",York,PA,US,5.99,5.99,5.99,2020-03-03,2020-03-03 13:42:36,2022-04-13 09:23:25,No,0,,1,1,S,No,0,No,0,1,5.99,39.261033999999995,0,6.99,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,6.11
(not set),,(none),12867197,2378689,2022-04-13,1073,1073-01,5430775,Yes,61.02,verizon.net,Dried Pineapple (Chunks),Dried Fruit,Dried Fruit,Pineapple,"gluten-free,kosher,kosher pareve,certified gluten-free","gluten-free,kosher,kosher pareve,dried fruit,certified gluten-free",Yes,Medium 1 Pound Bag,(direct),0,Dried Fruit,Salinas,CA,US,6.99,6.78,6.78,2021-10-07,2021-10-07 10:20:00,2022-04-13 11:02:16,No,0,,1,1,M,No,0,No,0,9,61.02,54.729304000000006,0,0,0,0.72,0,5.570696,0,0,0,0,0,0,0,0,7.28
,,,12867380,,2022-04-13,5815,5815-01,4507870,No,65.34,mindspring.com,Strawberry Puffs,Chocolates & Sweets,Chocolates & Sweets,Gummy Fruits,"sweet,sour candy,baby shower (girl),fruity,gluten-free,gummy candy,pink and white candy,strawberry (flavor),pink candy","sweet,baby shower (girl),fruity,chocolates & sweets,gluten-free,strawberry (flavor)",Yes,Small 1 Pound Bag,,0,"Snacks,Powders,Chocolates & Sweets",,,,5.99,5.99,5.99,2021-02-20,2021-02-20 18:45:19,2022-04-13 11:27:03,No,0,,1,1,S,No,-0.6,Yes,0,1,5.99,64.661034,0,0,0,0.06,0,0.618966,0,0,0,0,0,0,0,0,6.59
SEM Branded,google,cpc,12866455,,2022-04-13,7152,7152-01,393108,No,49.95,aol.com,Cinnamon Sticks,Cooking,Cooking,Cinnamon,"immunity boosting,kosher pareve,kosher","brewing,baking,immunity boosting,kosher pareve,kosher,cooking",Yes,Large Black Bag,google,6.99,"Baking,Nuts,Cooking",Catonsville,MD,US,12.99,12.99,12.99,2018-04-18,2018-04-18 08:14:01,2022-04-13 08:23:04,No,0,,1,1,LB,No,0,No,0,1,12.99,49.191034,0,6.99,0,0.14,0,0.618966,0,0,0,0,0,0,0,0,5.29
,,,12867409,1046548,2022-04-13,5099,5099-01,965727,Yes,91.06,kopperschocolate.com,Tiramisu Almonds,Nuts,Nuts,Almonds,"chocolate,brown candy,dipped & dusted,milk chocolate,kosher dairy,dry roasted,kosher","chocolate,nuts and seeds,chocolates & sweets,dipped & dusted,milk chocolate,kosher dairy,dry roasted,kosher,nuts",Yes,Small 1 Pound Bag,,0,"Nuts,Dried Fruit,Coffees & Teas",Union,NJ,US,12.99,12.99,12.99,2016-07-26,2016-07-26 13:33:01,2022-04-13 11:29:31,No,0,,1,1,S,No,-60.8,Yes,0,2,25.98,89.702068,0,0,0,0.12,0,1.237932,0,0,0,0,0,0,0,0,10.22
